frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.0,-1.1801671,-0.44193903,-1.1934261,-0.45428306
1,0.04,0.2,-0.80574596,-0.093357556,-1.1831689,-0.44473374
2,0.08,0.2,-1.2578456,-0.51425683,-1.1729267,-0.43519834
3,0.12,0.2,-0.35697198,0.32444555,-1.1627048,-0.4256819
4,0.16,0.6,-0.6045503,0.09395314,-1.1525086,-0.41618934
5,0.2,1.0,-0.122580945,0.5426607,-1.1423434,-0.40672562
6,0.24,1.0,-0.6119684,0.08704697,-1.1322143,-0.3972956
7,0.28,1.0,-1.4593644,-0.70186836,-1.1221267,-0.3879041
8,0.32,1.0,-0.5414157,0.1527307,-1.1120856,-0.37855595
9,0.36,0.0,-0.53294736,0.16061461,-1.102096,-0.3692558
10,0.4,0.0,-0.6470444,0.05439163,-1.0921631,-0.36000833
11,0.44,0.0,0.18786216,0.8316794,-1.0822915,-0.3508181
12,0.48,0.0,-0.6687636,0.034171365,-1.0724863,-0.3416896
13,0.52,0.0,-1.1485007,-0.412458,-1.0627521,-0.33262712
14,0.56,0.0,-0.87509733,-0.15792283,-1.0530934,-0.32363507
15,0.6,0.0,-0.56639224,0.12947783,-1.043515,-0.31471756
16,0.64,0.0,-0.72971773,-0.022576205,-1.0340209,-0.3058787
17,0.68,0.0,-0.19426,0.47592837,-1.0246155,-0.29712248
18,0.72,0.0,-0.27538502,0.400402,-1.0153031,-0.28845274
19,0.76,0.0,-1.3357943,-0.5868261,-1.0060877,-0.27987322
20,0.8,0.0,-0.84642196,-0.13122642,-0.996973,-0.27138758
21,0.84,0.0,-0.51278424,0.17938623,-0.9879629,-0.2629993
22,0.88,0.0,-0.34420794,0.3363287,-0.979061,-0.25471175
23,0.92,0.0,-0.51116073,0.18089768,-0.9702709,-0.24652821
24,0.96,0.0,-1.0211315,-0.29387888,-0.9615958,-0.23845181
25,1.0,0.0,-0.690502,0.013933159,-0.953039,-0.23048554
26,1.04,0.0,0.291134,0.92782426,-0.94460356,-0.22263229
27,1.08,0.0,-0.5908915,0.106669344,-0.93629247,-0.21489477
28,1.12,0.0,-0.55787146,0.13741058,-0.9281085,-0.2072756
29,1.16,0.0,-1.5373092,-0.774434,-0.9200543,-0.19977726
30,1.2,0.0,-0.7158886,-0.0097014755,-0.9121325,-0.1924021
31,1.24,0.0,-0.9274817,-0.20669205,-0.9043453,-0.18515232
32,1.28,0.0,-0.9558456,-0.23309848,-0.896695,-0.17803003
33,1.32,0.0,-0.62007105,0.079503514,-0.8891838,-0.17103717
34,1.36,0.0,-0.39328158,0.29064175,-0.8818136,-0.16417558
35,1.4,0.0,-1.1331377,-0.39815527,-0.87458616,-0.15744697
36,1.44,0.0,-0.7168528,-0.010599099,-0.8675033,-0.15085289
37,1.48,0.0,-0.92955935,-0.20862631,-0.8605665,-0.14439483
38,1.52,0.0,-0.27783722,0.39811903,-0.8537772,-0.13807409
39,1.56,0.0,-0.79732394,-0.085516766,-0.84713674,-0.13189188
40,1.6,0.0,-0.8738073,-0.15672185,-0.84064627,-0.12584929
41,1.64,0.0,-0.87871015,-0.16128632,-0.8343067,-0.11994728
42,1.68,0.0,-1.371572,-0.6201347,-0.8281191,-0.1141867
43,1.72,0.0,-0.29314488,0.3838678,-0.8220842,-0.10856826
44,1.76,0.0,-0.5859207,0.11129708,-0.81620264,-0.10309259
45,1.8,0.0,-0.5681399,0.12785077,-0.81047493,-0.09776017
46,1.84,0.0,-0.6116619,0.08733233,-0.80490154,-0.09257141
47,1.88,0.0,-1.0254874,-0.29793417,-0.7994827,-0.08752655
48,1.92,0.0,-0.6828109,0.021093465,-0.79421866,-0.082625784
49,1.96,0.0,-0.93196803,-0.21086878,-0.78910947,-0.07786916
50,2.0,0.0,-0.38396037,0.29931968,-0.784155,-0.073256634
51,2.04,0.0,-0.39514208,0.28890964,-0.77935517,-0.06878805
52,2.08,0.0,-1.3797632,-0.62776065,-0.7747097,-0.06446316
53,2.12,0.0,-0.97152287,-0.24769384,-0.7702182,-0.06028162
54,2.16,0.0,-0.109449565,0.5548859,-0.76588017,-0.056242984
55,2.2,0.0,-0.7328862,-0.02552601,-0.7616951,-0.052346714
56,2.24,0.0,-0.5342742,0.15937933,-0.75766224,-0.048592176
57,2.28,0.0,-0.96988493,-0.24616894,-0.75378084,-0.044978656
58,2.32,0.0,-1.018839,-0.2917446,-0.75005007,-0.041505348
59,2.36,0.0,-1.2387412,-0.4964708,-0.7464689,-0.038171362
60,2.4,0.0,-1.0824158,-0.35093382,-0.7430364,-0.034975726
61,2.44,0.0,-0.8506708,-0.13518205,-0.73975134,-0.031917386
62,2.48,0.0,-0.48491478,0.20533237,-0.73661256,-0.02899522
63,2.52,0.0,-0.18040258,0.4888295,-0.73361874,-0.026208019
64,2.56,0.0,-0.9475821,-0.2254053,-0.73076856,-0.023554508
65,2.6,0.0,-0.7038561,0.0015006438,-0.7280605,-0.021033335
66,2.64,0.0,-0.7338205,-0.026395835,-0.7254931,-0.01864308
67,2.68,0.0,-0.52979004,0.16355404,-0.72306466,-0.016382251
68,2.72,0.0,-1.2802547,-0.5351194,-0.7207736,-0.014249295
69,2.76,0.0,-0.46818304,0.22090942,-0.7186181,-0.012242591
70,2.8,0.0,-0.53943944,0.15457055,-0.7165964,-0.010360456
71,2.84,0.0,-0.973041,-0.24910718,-0.7147067,-0.008601148
72,2.88,0.0,-0.72088397,-0.014352076,-0.712947,-0.0069628637
73,2.92,0.0,-0.88589,-0.16797069,-0.7113153,-0.0054437458
74,2.96,0.0,-1.2110167,-0.4706596,-0.7098095,-0.0040418813
75,3.0,0.0,-0.810925,-0.09817919,-0.70842755,-0.0027553039
76,3.04,0.0,-0.7758273,-0.06550364,-0.70716727,-0.0015819954
77,3.08,0.0,-0.5149765,0.17734525,-0.70602643,-0.00051988836
78,3.12,0.0,-0.21253067,0.45891863,-0.7050028,0.0004331343
79,3.16,0.0,-0.7007927,0.0043526664,-0.70409393,0.0012792372
80,3.2,0.0,-0.93768764,-0.21619365,-0.70329756,0.0020206315
81,3.24,0.0,-0.75758183,-0.04851734,-0.70261127,0.002659573
82,3.28,0.0,-0.4040169,0.28064728,-0.70203257,0.0031983613
83,3.32,0.0,-0.2013256,0.4693504,-0.7015589,0.0036393374
84,3.36,0.0,-0.62491184,0.07499679,-0.70118773,0.0039848834
85,3.4,0.0,-0.6292481,0.070959814,-0.70091647,0.0042374185
86,3.44,0.0,-0.9518668,-0.22939429,-0.7007425,0.0043994
87,3.48,0.0,-0.6155468,0.083715506,-0.7006631,0.0044733183
88,3.52,0.0,-0.33013147,0.34943375,-0.70067555,0.004461697
89,3.56,0.0,-0.70204127,0.0031902418,-0.7007772,0.004367089
90,3.6,0.0,-0.9371341,-0.2156783,-0.70096517,0.0041920748
91,3.64,0.0,-0.6101358,0.08875313,-0.7012367,0.0039392617
92,3.68,0.0,-0.6676181,0.035237797,-0.70158905,0.0036112792
93,3.72,0.0,-0.6374341,0.063338704,-0.7020192,0.0032107776
94,3.76,0.0,-0.1939817,0.47618747,-0.7025244,0.0027404262
95,3.8,0.0,0.159621,0.8053873,-0.7031018,0.0022029101
96,3.84,0.0,-0.4812904,0.20870662,-0.7037484,0.001600928
97,3.88,0.0,-0.7195804,-0.0131384805,-0.70446134,0.00093718886
98,3.92,0.0,-1.2062018,-0.46617705,-0.7052377,0.00021440905
99,3.96,0.0,-0.34964395,0.33126786,-0.70607454,-0.0005646918
100,4.0,0.0,-1.0063831,-0.28014827,-0.70696896,-0.0013973941
101,4.04,0.0,-1.0466685,-0.31765354,-0.70791805,-0.002280982
102,4.08,0.0,-0.9922459,-0.26698673,-0.70891887,-0.0032127472
103,4.12,0.0,-0.5284289,0.16482121,-0.70996857,-0.004189992
104,4.16,0.0,-0.7957852,-0.084084205,-0.7110642,-0.0052100318
105,4.2,0.0,-0.9455985,-0.22355855,-0.71220297,-0.0062701995
106,4.24,0.0,-1.2440532,-0.5014163,-0.713382,-0.007367848
107,4.28,0.0,-1.2972441,-0.5509363,-0.7145985,-0.0085003525
108,4.32,0.0,-0.9214358,-0.20106336,-0.7158496,-0.009665113
109,4.36,0.0,-0.46640968,0.22256038,-0.71713257,-0.010859557
110,4.4,0.0,-0.9182324,-0.19808105,-0.7184447,-0.0120811425
111,4.44,0.0,-1.6127229,-0.84464324,-0.7197833,-0.013327358
112,4.48,0.0,-0.78693354,-0.07584342,-0.7211457,-0.014595724
113,4.52,0.0,-0.70819986,-0.0025433302,-0.72252923,-0.015883796
