frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.0,-0.9673999,-0.25694895,-0.9896318,-0.27733293
1,0.04,0.3,-0.9923349,-0.27981138,-0.9842929,-0.27243784
2,0.08,0.5,-0.78366345,-0.08848454,-0.9789616,-0.26754966
3,0.12,0.6,-0.2483744,0.40231174,-0.9736403,-0.2626707
4,0.16,0.6,-0.36833847,0.292319,-0.96833163,-0.25780326
5,0.2,0.6,0.41568828,1.0111781,-0.9630381,-0.2529497
6,0.24,0.6,-0.8640311,-0.16217208,-0.9577621,-0.24811229
7,0.28,0.1,-1.0739675,-0.35465872,-0.95250624,-0.24329326
8,0.32,0.0,-1.2727283,-0.53689873,-0.9472728,-0.23849481
9,0.36,0.0,-0.68702114,0.00012494624,-0.94206417,-0.23371914
10,0.4,0.0,-1.1598871,-0.43343675,-0.93688273,-0.22896837
11,0.44,0.0,-0.5178245,0.15525815,-0.93173075,-0.22424458
12,0.48,0.0,-0.67783004,0.008552082,-0.9266104,-0.21954983
13,0.52,0.0,-0.5070493,0.16513768,-0.92152387,-0.21488613
14,0.56,0.0,-0.71590865,-0.02636145,-0.9164734,-0.2102554
15,0.6,0.0,-0.8136851,-0.11601083,-0.9114609,-0.20565955
16,0.64,0.0,-1.121463,-0.3982064,-0.9064884,-0.2011004
17,0.68,0.0,-1.2334489,-0.5008842,-0.9015579,-0.19657974
18,0.72,0.0,-0.24104756,0.4090296,-0.89667135,-0.1920993
19,0.76,0.0,-0.60158134,0.07846307,-0.8918304,-0.18766072
20,0.8,0.0,0.014128923,0.642996,-0.88703686,-0.18326563
21,0.84,0.0,-0.33923477,0.3190036,-0.8822924,-0.17891555
22,0.88,0.0,-0.27674347,0.3763007,-0.87759864,-0.17461193
23,0.92,0.0,-0.90229666,-0.19725706,-0.87295717,-0.17035621
24,0.96,0.0,-1.2146415,-0.48364002,-0.86836934,-0.16614972
25,1.0,0.0,-0.4740907,0.19535682,-0.8638366,-0.16199374
26,1.04,0.0,-0.2689265,0.3834679,-0.8593602,-0.15788946
27,1.08,0.0,0.06257284,0.68741333,-0.85494155,-0.15383805
28,1.12,0.0,-1.0845418,-0.36435413,-0.8505817,-0.1498406
29,1.16,0.0,-0.7631681,-0.06969274,-0.84628177,-0.14589809
30,1.2,0.0,-0.6627847,0.022346877,-0.84204286,-0.14201151
31,1.24,0.0,-0.6321125,0.05046963,-0.83786595,-0.13818176
32,1.28,0.0,-0.7104701,-0.021374933,-0.8337519,-0.1344097
33,1.32,0.0,-1.4244611,-0.67601967,-0.82970166,-0.13069607
