frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.05,-1.0613524,-0.41522092,-0.9625268,-0.31923848
1,0.04,0.2,-0.9360105,-0.29348502,-0.96026695,-0.31704363
2,0.08,0.2,-0.6451752,-0.011016741,-0.9579858,-0.3148281
3,0.12,0.2,-1.1161666,-0.46845824,-0.9556845,-0.31259298
4,0.16,0.2,-0.3699602,0.25628063,-0.9533642,-0.31033942
5,0.2,0.2,-1.5692377,-0.908495,-0.951026,-0.30806854
6,0.24,0.2,-0.6253639,0.008224629,-0.9486712,-0.3057815
7,0.28,0.2,-0.96707004,-0.32365102,-0.94630104,-0.3034795
8,0.32,0.2,-0.5365629,0.09447088,-0.9439166,-0.3011637
9,0.36,0.2,-0.9960571,-0.35180414,-0.94151926,-0.29883528
10,0.4,0.2,-0.68432546,-0.049040675,-0.93911016,-0.29649547
11,0.44,0.2,-0.41622943,0.21134254,-0.9366905,-0.29414546
12,0.48,0.2,-1.1005076,-0.45324972,-0.9342616,-0.29178643
13,0.52,0.2,-1.155598,-0.5067553,-0.9318246,-0.28941956
14,0.56,0.2,-0.97241044,-0.32883778,-0.9293809,-0.2870461
15,0.6,0.05,-0.6714426,-0.036528476,-0.9269315,-0.2846672
16,0.64,0.0,-0.9833284,-0.33944166,-0.92447776,-0.28228402
17,0.68,0.0,-0.81971824,-0.18053836,-0.9220208,-0.27989775
18,0.72,0.0,0.25547552,0.8637233,-0.91956186,-0.27750957
19,0.76,0.0,-0.43879914,0.18942213,-0.9171021,-0.2751206
20,0.8,0.0,-1.0637672,-0.41756627,-0.91464275,-0.272732
21,0.84,0.0,-0.09461278,0.5237067,-0.9121849,-0.27034482
22,0.88,0.0,-1.4479285,-0.79067576,-0.90972966,-0.26796022
23,0.92,0.0,-0.8951866,-0.2538356,-0.9072782,-0.26557928
24,0.96,0.0,-0.97069997,-0.3271765,-0.9048316,-0.26320308
25,1.0,0.1,-0.9052754,-0.26363415,-0.90239096,-0.26083264
26,1.04,0.15,-0.72385585,-0.08743383,-0.8999573,-0.25846902
27,1.08,0.2,-0.78593504,-0.14772707,-0.89753175,-0.25611326
28,1.12,0.2,-0.4256636,0.20217979,-0.8951153,-0.25376633
29,1.16,0.2,-0.21978492,0.40213555,-0.892709,-0.25142926
30,1.2,0.1,-0.46238768,0.16651222,-0.89031386,-0.24910302
31,1.24,0.1,-1.2393216,-0.5880702,-0.88793087,-0.24678858
32,1.28,0.1,-0.9111522,-0.26934186,-0.885561,-0.24448687
33,1.32,0.1,-1.3905141,-0.7349131,-0.8832052,-0.24219882
34,1.36,0.1,-0.75225174,-0.1150128,-0.8808644,-0.23992541
35,1.4,0.1,-1.4240378,-0.76747227,-0.8785396,-0.23766752
36,1.44,0.1,-0.8745206,-0.23376411,-0.8762318,-0.23542607
37,1.48,0.1,-1.0519922,-0.40613005,-0.8739418,-0.23320195
38,1.52,0.1,-1.5406287,-0.880709,-0.8716706,-0.23099609
39,1.56,0.1,-1.1421214,-0.49366635,-0.86941904,-0.22880934
40,1.6,0.1,-0.9848832,-0.3409517,-0.86718816,-0.2266426
41,1.64,0.1,-1.5714581,-0.91065145,-0.86497873,-0.22449675
42,1.68,0.1,-0.7814917,-0.14341155,-0.8627917,-0.22237265
43,1.72,0.1,-0.6725259,-0.037580565,-0.860628,-0.22027117
44,1.76,0.1,-0.86239505,-0.22198741,-0.85848844,-0.21819316
45,1.8,0.1,-0.8503769,-0.210315,-0.85637385,-0.21613944
46,1.84,0.1,-0.88689065,-0.24577829,-0.8542852,-0.21411085
47,1.88,0.1,-0.6416851,-0.0076270625,-0.8522232,-0.2121082
48,1.92,0.1,-0.7101225,-0.07409559,-0.8501888,-0.2101323
49,1.96,0.1,-0.6346636,-0.0008075237,-0.8481827,-0.20818393
50,2.0,0.1,-1.0453566,-0.39968535,-0.8462058,-0.20626384
51,2.04,0.1,-1.0336051,-0.38827193,-0.8442587,-0.20437282
52,2.08,0.1,-0.1570676,0.46304858,-0.8423423,-0.20251158
53,2.12,0.1,-1.1906669,-0.54081523,-0.8404574,-0.20068082
54,2.16,0.1,-1.017368,-0.3725019,-0.8386045,-0.19888127
55,2.2,0.1,-1.1847318,-0.5350509,-0.8367844,-0.19711357
56,2.24,0.1,-0.1558724,0.46420938,-0.8349979,-0.19537841
57,2.28,0.1,-0.37676275,0.24967378,-0.83324546,-0.19367638
58,2.32,0.1,-1.1380398,-0.4897022,-0.83152777,-0.19200814
59,2.36,0.1,-0.2816972,0.34200442,-0.8298455,-0.19037424
60,2.4,0.1,-1.2044789,-0.55422986,-0.82819915,-0.18877526
