frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.0,-1.1493748,-0.32958007,-0.97910064,-0.14488304
1,0.04,-0.1,-1.4325745,-0.6367677,-0.98511744,-0.15140949
2,0.08,-0.1,-1.1720995,-0.35422954,-0.99110377,-0.15790287
3,0.12,-0.1,-1.4128739,-0.61539835,-0.99705684,-0.16436018
4,0.16,-0.1,-1.0114186,-0.17993844,-1.0029739,-0.1707785
5,0.2,-0.1,-1.6890858,-0.9150064,-1.0088525,-0.17715493
6,0.24,0.0,-1.5350281,-0.7478995,-1.0146897,-0.18348666
7,0.28,0.0,-0.97029996,-0.13533692,-1.0204833,-0.18977088
8,0.32,0.0,-0.5478649,0.32287982,-1.0262305,-0.19600487
9,0.36,0.0,-1.381149,-0.5809863,-1.0319288,-0.20218597
10,0.4,0.0,-0.8866104,-0.044558562,-1.0375761,-0.20831157
11,0.44,0.0,-0.70165753,0.15606043,-1.0431699,-0.21437912
12,0.48,0.0,-1.673748,-0.89836943,-1.0487077,-0.22038612
13,0.52,0.0,-0.9243543,-0.085499525,-1.0541877,-0.22633015
14,0.56,0.0,-0.48026067,0.39621037,-1.0596073,-0.23220883
15,0.6,0.0,-0.91635555,-0.076823235,-1.0649645,-0.2380199
16,0.64,0.0,-1.7024379,-0.9294894,-1.0702574,-0.24376108
17,0.68,0.0,-1.4294883,-0.63342005,-1.0754838,-0.24943024
18,0.72,0.0,-0.9132424,-0.07344639,-1.080642,-0.2550253
19,0.76,0.0,-0.74246365,0.11179791,-1.08573,-0.26054418
20,0.8,0.0,-0.9791839,-0.14497338,-1.0907459,-0.265985
21,0.84,0.0,-0.61402357,0.25111732,-1.0956881,-0.2713459
22,0.88,0.0,-1.2647598,-0.4547385,-1.1005551,-0.27662504
23,0.92,0.0,-1.1829469,-0.3659958,-1.105345,-0.28182074
24,0.96,0.0,-1.3022976,-0.4954559,-1.1100565,-0.28693137
25,1.0,0.0,-1.495105,-0.70459473,-1.1146883,-0.29195535
26,1.04,0.0,-1.8603468,-1.1007738,-1.1192387,-0.29689127
27,1.08,0.0,-1.516437,-0.7277337,-1.1237067,-0.3017377
28,1.12,0.0,-0.92369366,-0.08478291,-1.128091,-0.3064934
