frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.0,-1.2649587,-0.49447462,-1.172483,-0.40598962
1,0.04,-0.1,-1.2603424,-0.49005744,-1.1799238,-0.41310924
2,0.08,-0.1,-0.70943904,0.03707189,-1.1873157,-0.42018226
3,0.12,-0.1,-2.166102,-1.3567293,-1.194655,-0.4272048
4,0.16,-0.1,-2.1714935,-1.3618882,-1.2019374,-0.43417293
5,0.2,-0.2,-2.3194957,-1.5035034,-1.209159,-0.44108295
6,0.24,-0.3,-1.6567286,-0.8693378,-1.2163161,-0.44793114
7,0.28,-0.2,-0.48894757,0.24804816,-1.2234048,-0.45471394
8,0.32,0.0,-1.7717576,-0.9794028,-1.2304214,-0.46142778
9,0.36,0.0,-1.7770188,-0.9844369,-1.2373625,-0.46806926
10,0.4,0.0,-1.958438,-1.1580272,-1.2442244,-0.47463506
11,0.44,0.0,-1.5276103,-0.74579155,-1.251004,-0.48112202
12,0.48,0.0,-1.7892165,-0.9961083,-1.2576978,-0.487527
13,0.52,0.0,-1.559214,-0.77603143,-1.264303,-0.4938471
14,0.56,0.0,-1.1285354,-0.36393854,-1.2708163,-0.5000794
15,0.6,0.0,-1.682265,-0.89377224,-1.2772352,-0.50622123
16,0.64,0.0,-1.7884824,-0.99540585,-1.2835566,-0.5122699
17,0.68,0.0,-2.2417674,-1.4291295,-1.2897782,-0.5182231
18,0.72,0.0,-2.7162194,-1.8831068,-1.2958976,-0.52407837
19,0.76,0.0,-1.0893674,-0.32646084,-1.3019124,-0.52983356
20,0.8,0.0,-1.1609329,-0.39493796,-1.3078204,-0.5354867
21,0.84,0.0,-2.2588592,-1.4454837,-1.3136199,-0.5410357
22,0.88,0.0,-1.7672038,-0.9750455,-1.3193085,-0.546479
23,0.92,0.0,-1.7308209,-0.9402327,-1.324885,-0.5518148
24,0.96,0.0,-1.4747589,-0.6952209,-1.3303477,-0.55704165
25,1.0,0.0,-2.2881577,-1.4735179,-1.335695,-0.5621583
26,1.04,0.0,-2.1788983,-1.3689735,-1.3409258,-0.5671634
27,1.08,0.0,-1.5414587,-0.7590423,-1.346039,-0.57205594
28,1.12,0.0,-1.2618165,-0.49146795,-1.3510336,-0.576835
29,1.16,0.0,-1.5542297,-0.7712623,-1.3559088,-0.5814997
30,1.2,0.0,-1.5927653,-0.80813485,-1.3606637,-0.58604944
31,1.24,0.0,-1.5589385,-0.77576786,-1.3652978,-0.5904836
32,1.28,0.0,-0.99713576,-0.23820941,-1.3698108,-0.59480184
33,1.32,0.0,-2.0788102,-1.2732047,-1.3742023,-0.59900373
34,1.36,0.0,-1.5538814,-0.7709289,-1.378472,-0.6030892
35,1.4,0.0,-1.8391819,-1.0439174,-1.38262,-0.60705817
36,1.44,0.0,-1.2715226,-0.50075525,-1.3866462,-0.61091065
37,1.48,0.0,-0.8378782,-0.085824564,-1.3905507,-0.61464673
38,1.52,0.0,-1.680238,-0.89183265,-1.394334,-0.6182667
39,1.56,0.0,-1.6354862,-0.84901214,-1.3979962,-0.6217709
40,1.6,0.0,-1.2134966,-0.44523326,-1.4015379,-0.6251598
41,1.64,0.0,-1.0868437,-0.32404608,-1.4049597,-0.6284339
42,1.68,0.0,-0.8740422,-0.12042791,-1.4082621,-0.63159376
43,1.72,0.0,-1.2799569,-0.5088256,-1.4114459,-0.63464016
44,1.76,0.0,-1.4370086,-0.65909976,-1.4145119,-0.6375739
45,1.8,0.0,-1.0372804,-0.27662167,-1.417461,-0.6403957
46,1.84,0.0,-1.5057095,-0.72483593,-1.4202942,-0.6431066
47,1.88,0.0,-1.5186753,-0.73724216,-1.4230124,-0.6457075
48,1.92,0.0,-1.3050165,-0.5328037,-1.4256167,-0.6481995
49,1.96,0.0,-1.6495943,-0.8625114,-1.4281086,-0.65058374
50,2.0,0.0,-1.1558132,-0.3900392,-1.430489,-0.6528614
51,2.04,0.0,-1.2943187,-0.5225676,-1.4327592,-0.6550337
52,2.08,0.0,-0.8765355,-0.122813575,-1.4349207,-0.6571019
53,2.12,0.0,-0.929424,-0.17341971,-1.4369748,-0.6590674
54,2.16,0.0,-1.9018124,-1.1038452,-1.438923,-0.6609316
55,2.2,0.0,-2.0852227,-1.2793404,-1.4407669,-0.6626958
56,2.24,0.0,-1.2244575,-0.45572117,-1.4425079,-0.6643617
57,2.28,0.0,-1.0922166,-0.3291871,-1.4441476,-0.6659307
58,2.32,0.0,-1.2038984,-0.43604934,-1.4456878,-0.6674043
59,2.36,0.0,-0.89243895,-0.13803074,-1.4471298,-0.66878426
60,2.4,0.0,-0.89451915,-0.14002118,-1.4484758,-0.6700721
61,2.44,0.0,-1.5352812,-0.7531314,-1.4497273,-0.67126954
62,2.48,0.0,-1.4462237,-0.6679172,-1.450886,-0.6723783
63,2.52,0.0,-1.9286699,-1.1295437,-1.4519539,-0.67340004
64,2.56,0.0,-2.0386863,-1.2348123,-1.4529327,-0.6743366
65,2.6,0.0,-1.8465362,-1.0509543,-1.4538244,-0.6751898
66,2.64,0.0,-1.4167066,-0.6396738,-1.4546307,-0.6759614
67,2.68,0.0,-0.8066324,-0.055927135,-1.4553537,-0.6766532
68,2.72,0.0,-1.8989612,-1.101117,-1.4559954,-0.6772672
69,2.76,0.0,-1.4651549,-0.68603134,-1.4565576,-0.6778052
70,2.8,0.0,-1.1262646,-0.36176574,-1.4570425,-0.6782691
71,2.84,0.0,-0.8281953,-0.07655948,-1.4574519,-0.6786608
72,2.88,0.0,-1.2741883,-0.50330585,-1.457788,-0.6789824
73,2.92,0.0,-1.5437074,-0.761194,-1.4580526,-0.67923564
74,2.96,0.0,-1.0709631,-0.3088508,-1.4582481,-0.6794227
75,3.0,0.0,-1.6712968,-0.88327736,-1.4583763,-0.67954534
76,3.04,0.0,-1.579649,-0.7955845,-1.4584394,-0.67960566
77,3.08,0.0,-1.434827,-0.6570123,-1.4584394,-0.67960566
78,3.12,0.0,-1.8030598,-1.0093542,-1.4583784,-0.6795473
79,3.16,0.0,-1.2627225,-0.49233487,-1.4582585,-0.67943263
80,3.2,0.0,-1.283059,-0.5117938,-1.4580818,-0.6792636
81,3.24,0.0,-1.4589192,-0.68006474,-1.4578506,-0.6790423
82,3.28,0.0,-1.0432653,-0.2823483,-1.4575667,-0.67877066
83,3.32,0.0,-1.5620296,-0.7787255,-1.4572324,-0.67845076
84,3.36,0.0,-1.4519621,-0.6734079,-1.4568497,-0.6780846
85,3.4,0.0,-1.6651537,-0.8773993,-1.4564208,-0.67767423
86,3.44,0.0,-1.285576,-0.5142021,-1.4559478,-0.6772216
87,3.48,0.0,-1.8911666,-1.0936588,-1.4554328,-0.6767288
88,3.52,0.0,-1.7990437,-1.0055113,-1.4548777,-0.67619777
89,3.56,0.0,-1.9300983,-1.1309103,-1.454285,-0.67563057
90,3.6,0.0,-1.9754047,-1.1742616,-1.4536564,-0.67502916
