frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.0,-1.3472012,-0.5608415,-1.1635531,-0.38036644
1,0.04,-0.2,-0.72105527,0.05448579,-1.1586704,-0.37556815
2,0.08,-0.2,-1.2761127,-0.49098122,-1.1537683,-0.37075076
3,0.12,-0.2,-0.9257319,-0.14665438,-1.1488495,-0.36591688
4,0.16,-0.2,-1.1371388,-0.35440862,-1.1439165,-0.3610691
5,0.2,-0.2,-0.73424697,0.04152202,-1.138972,-0.3562101
6,0.24,-0.2,-1.0404888,-0.25942853,-1.1340189,-0.35134256
7,0.28,-0.2,-0.89902735,-0.12041125,-1.1290598,-0.3464691
8,0.32,-0.2,-0.870613,-0.09248783,-1.1240973,-0.3415925
9,0.36,-0.2,-1.0935236,-0.31154698,-1.1191345,-0.33671537
10,0.4,-0.2,-1.6996197,-0.9071707,-1.1141739,-0.33184043
11,0.44,-0.2,-0.77522385,0.0012531504,-1.1092182,-0.3269704
12,0.48,-0.2,-1.3508745,-0.56445134,-1.1042702,-0.32210788
13,0.52,-0.2,-0.99857104,-0.218235,-1.0993326,-0.3172556
14,0.56,-0.2,-1.0110228,-0.23047161,-1.094408,-0.31241617
15,0.6,-0.2,-1.159642,-0.37652293,-1.0894994,-0.30759218
16,0.64,-0.2,-0.30167085,0.46662408,-1.0846089,-0.30278626
17,0.68,-0.2,-0.5983379,0.17508286,-1.0797395,-0.29800093
18,0.72,-0.2,-0.32250822,0.44614667,-1.0748935,-0.29323873
19,0.76,-0.2,-1.1272929,-0.34473276,-1.0700736,-0.28850213
20,0.8,-0.2,-1.4088359,-0.6214112,-1.0652822,-0.28379354
21,0.84,-0.2,-1.163765,-0.38057467,-1.0605218,-0.27911535
22,0.88,-0.2,-0.77599967,0.00049073994,-1.0557947,-0.2744699
23,0.92,-0.2,-0.4149263,0.35532543,-1.0511031,-0.26985946
24,0.96,-0.3,-1.2186177,-0.43447962,-1.0464495,-0.26528624
25,1.0,-0.3,-1.2556839,-0.4709054,-1.041836,-0.2607524
26,1.04,-0.3,-0.14773184,0.61790323,-1.0372646,-0.25626004
27,1.08,-0.3,-0.07175785,0.69256455,-1.0327376,-0.25181118
28,1.12,-0.3,-0.47855252,0.29279855,-1.0282568,-0.24740781
29,1.16,-0.3,-0.55748796,0.21522695,-1.0238241,-0.24305178
30,1.2,-0.3,-1.4566306,-0.6683801,-1.0194416,-0.23874496
31,1.24,-0.3,-0.9857761,-0.20566116,-1.0151109,-0.23448908
32,1.28,-0.3,-1.0735008,-0.29187006,-1.0108337,-0.23028584
33,1.32,-0.3,-0.32172352,0.44691783,-1.0066118,-0.22613682
34,1.36,-0.3,-1.2352734,-0.45084754,-1.0024465,-0.22204357
35,1.4,-0.3,-0.5140284,0.25793564,-0.99833965,-0.21800758
36,1.44,-0.3,-0.2692476,0.49848711,-0.9942923,-0.21403024
37,1.48,-0.3,-0.36330098,0.4060588,-0.9903061,-0.21011284
38,1.52,-0.3,-1.8780156,-1.0824844,-0.9863821,-0.20625666
39,1.56,-0.3,-0.745144,0.03081327,-0.9825216,-0.20246288
40,1.6,-0.3,-0.8612122,-0.083249465,-0.9787258,-0.19873261
41,1.64,-0.3,-1.3872237,-0.60017246,-0.9749956,-0.19506691
42,1.68,-0.3,-1.0574839,-0.27612996,-0.97133213,-0.19146673
43,1.72,-0.3,-0.65575635,0.118656464,-0.96773624,-0.187933
44,1.76,-0.3,-1.5597806,-0.7697479,-0.9642089,-0.18446657
45,1.8,-0.3,-1.1003981,-0.31830263,-0.9607508,-0.18106823
46,1.84,-0.3,-0.6442299,0.12998378,-0.9573627,-0.17773867
47,1.88,-0.3,-0.58876497,0.18449038,-0.9540453,-0.17447859
48,1.92,-0.3,-1.0620161,-0.2805839,-0.95079917,-0.17128855
49,1.96,-0.3,-1.0986527,-0.31658745,-0.9476249,-0.16816913
50,2.0,-0.3,-1.291919,-0.50651443,-0.9445229,-0.16512075
51,2.04,-0.3,-1.1047003,-0.32253057,-0.9414937,-0.16214387
52,2.08,-0.3,-0.26449525,0.50315726,-0.9385376,-0.15923883
53,2.12,-0.3,-0.8875585,-0.109140575,-0.9356549,-0.15640593
54,2.16,-0.3,-0.71155155,0.0638253,-0.93284583,-0.1536454
55,2.2,-0.3,-1.3315989,-0.54550874,-0.9301106,-0.15095744
56,2.24,-0.3,-0.79964626,-0.022747278,-0.92744935,-0.14834215
57,2.28,-0.3,-0.89771336,-0.119119965,-0.92486215,-0.14579964
58,2.32,-0.3,-1.283125,-0.49787244,-0.922349,-0.1433299
59,2.36,-0.3,-0.044501424,0.71935,-0.91990983,-0.1409329
60,2.4,-0.3,-0.5195808,0.2524792,-0.9175446,-0.13860856
61,2.44,-0.3,-1.0749389,-0.29328334,-0.91525316,-0.13635673
62,2.48,-0.3,-0.5177487,0.2542796,-0.91303533,-0.13417721
63,2.52,-0.3,-1.6920396,-0.8997217,-0.9108909,-0.13206977
64,2.56,-0.3,-0.7770086,-0.0005007535,-0.90881944,-0.13003412
65,2.6,-0.3,-0.6309137,0.14306992,-0.9068207,-0.12806994
66,2.64,-0.3,-0.28799927,0.4800594,-0.9048943,-0.12617683
67,2.68,-0.3,-0.87792474,-0.09967326,-0.9030398,-0.1243544
68,2.72,-0.3,-0.84970313,-0.07193926,-0.9012568,-0.122602165
69,2.76,-0.3,-0.756018,0.020127185,-0.8995447,-0.120919645
70,2.8,-0.3,-1.6179307,-0.8268932,-0.89790297,-0.11930629
71,2.84,-0.3,-0.9797016,-0.19969156,-0.8963311,-0.117761545
72,2.88,-0.3,-1.1409092,-0.3581138,-0.8948284,-0.116284795
73,2.92,-0.3,-1.3053095,-0.5196736,-0.89339423,-0.11487543
74,2.96,-0.3,-0.727738,0.047918506,-0.8920279,-0.11353277
75,3.0,-0.3,-0.9077809,-0.12901354,-0.89072883,-0.11225613
76,3.04,-0.3,-1.3632838,-0.57664615,-0.88949627,-0.11104482
77,3.08,-0.3,-0.338836,0.43010104,-0.8883293,-0.10989808
78,3.12,-0.4,-0.76014715,0.016069345,-0.8872274,-0.10881516
79,3.16,-0.4,-0.686766,0.08818259,-0.8861896,-0.10779528
80,3.2,-0.4,-1.1971471,-0.41338006,-0.8852151,-0.10683764
81,3.24,-0.4,-0.47385746,0.29741248,-0.8843031,-0.10594139
82,3.28,-0.4,-1.2540574,-0.46930704,-0.8834527,-0.10510573
83,3.32,-0.4,-0.38759708,0.38218242,-0.88266313,-0.104329765
84,3.36,-0.4,-1.1391397,-0.35637483,-0.8819334,-0.10361264
