frame_idx,time_s,target,pred_baseline,pred_ftrick,pred_smooth,pred_ftrick_smooth
0,0.0,0.0,-1.669085,-0.55563504,-1.5889499,-0.47746354
1,0.04,0.2,-0.6199975,0.46774626,-1.5862368,-0.47481686
2,0.08,0.3,-1.0111288,0.08619907,-1.583503,-0.4721501
3,0.12,0.6,-1.281282,-0.17733443,-1.5807499,-0.46946442
4,0.16,0.8,-1.9590447,-0.8384897,-1.5779786,-0.46676102
5,0.2,1.0,-1.2195371,-0.11710258,-1.5751904,-0.46404114
6,0.24,0.6,-1.6785022,-0.5648214,-1.5723865,-0.46130595
7,0.28,0.0,-1.371911,-0.2657428,-1.5695682,-0.45855665
8,0.32,0.0,-1.1272002,-0.027028248,-1.5667366,-0.45579445
9,0.36,0.0,-1.2008796,-0.09890218,-1.563893,-0.45302057
10,0.4,0.0,-1.276852,-0.17301303,-1.5610386,-0.45023614
11,0.44,0.0,-1.6992207,-0.5850322,-1.5581747,-0.44744244
12,0.48,0.0,-1.6611385,-0.5478833,-1.5553025,-0.44464058
13,0.52,0.0,-0.9358564,0.15962702,-1.5524231,-0.44183177
14,0.56,0.0,-0.95094925,0.14490402,-1.5495378,-0.43901712
15,0.6,0.0,-1.6112084,-0.4991766,-1.5466477,-0.4361978
16,0.64,0.0,-1.7598984,-0.64422315,-1.5437539,-0.43337494
17,0.68,0.0,-0.8194293,0.2732013,-1.5408577,-0.43054962
18,0.72,0.0,-1.7317605,-0.61677474,-1.5379599,-0.42772296
19,0.76,0.0,-1.5312548,-0.42118207,-1.5350621,-0.42489603
20,0.8,0.0,-1.5242963,-0.41439408,-1.5321648,-0.42206988
21,0.84,0.0,-1.5542264,-0.4435908,-1.5292696,-0.4192455
22,0.88,0.0,-1.1902361,-0.088519506,-1.5263772,-0.41642398
23,0.92,0.0,-1.4449205,-0.33696333,-1.5234886,-0.4136063
24,0.96,0.0,-1.2616737,-0.15820664,-1.5206051,-0.41079336
25,1.0,0.0,-1.4943789,-0.3852098,-1.5177274,-0.4079862
26,1.04,0.0,-1.860903,-0.74275285,-1.5148566,-0.4051857
27,1.08,0.0,-2.229846,-1.1026554,-1.5119935,-0.4023928
28,1.12,0.0,-1.8903666,-0.7714944,-1.5091392,-0.39960837
29,1.16,0.0,-1.3294442,-0.22431651,-1.5062944,-0.39683333
30,1.2,0.0,-1.8824905,-0.76381135,-1.5034602,-0.39406848
31,1.24,0.0,-1.9499462,-0.8296141,-1.5006372,-0.39131466
32,1.28,0.0,-1.7869352,-0.6705975,-1.4978262,-0.3885727
33,1.32,0.0,-0.4985215,0.5862457,-1.4950284,-0.38584334
34,1.36,0.0,-0.751706,0.3392651,-1.4922441,-0.38312733
35,1.4,0.0,-1.6296518,-0.51716805,-1.4894744,-0.38042542
36,1.44,0.0,-1.4581178,-0.34983724,-1.4867197,-0.3777383
37,1.48,0.0,-0.6316066,0.45642167,-1.483981,-0.37506664
38,1.52,0.0,-1.5813398,-0.47003987,-1.4812586,-0.37241104
39,1.56,0.0,-0.9988728,0.09815473,-1.4785535,-0.36977214
40,1.6,0.0,-0.92111963,0.17400268,-1.475866,-0.3671505
41,1.64,0.0,-0.7202965,0.36990497,-1.4731967,-0.36454666
42,1.68,0.0,-1.853797,-0.7358209,-1.4705462,-0.3619611
43,1.72,0.0,-1.5372329,-0.4270137,-1.467915,-0.35939434
44,1.76,0.0,-1.5198482,-0.410055,-1.4653035,-0.35684684
45,1.8,0.0,-1.5866692,-0.47523865,-1.4627122,-0.354319
46,1.84,0.0,-1.7039973,-0.58969176,-1.4601414,-0.35181123
47,1.88,0.0,-1.1074923,-0.0078032464,-1.4575917,-0.34932393
48,1.92,0.0,-1.493347,-0.3842032,-1.4550632,-0.34685746
49,1.96,0.0,-1.6277788,-0.5153409,-1.4525565,-0.34441215
50,2.0,0.0,-1.2341162,-0.1313244,-1.4500717,-0.3419883
51,2.04,0.0,-1.498656,-0.3893821,-1.4476093,-0.33958626
52,2.08,0.0,-0.9207828,0.17433128,-1.4451696,-0.33720624
53,2.12,0.0,-1.109105,-0.009376392,-1.4427527,-0.3348486
54,2.16,0.0,-1.9313251,-0.8114493,-1.440359,-0.33251354
55,2.2,0.0,-1.1503102,-0.049571894,-1.4379888,-0.33020133
56,2.24,0.0,-1.233551,-0.13077307,-1.435642,-0.32791218
57,2.28,0.0,-2.3581324,-1.2277983,-1.4333193,-0.32564634
58,2.32,0.0,-1.7349935,-0.6199285,-1.4310206,-0.323404
59,2.36,0.0,-1.2583663,-0.15498033,-1.4287463,-0.3211854
60,2.4,0.0,-1.448857,-0.34080327,-1.4264965,-0.31899077
61,2.44,0.0,-1.1147157,-0.014849611,-1.4242716,-0.31682026
62,2.48,0.0,-1.4143336,-0.30712584,-1.4220715,-0.31467414
63,2.52,0.0,-1.3575124,-0.2516969,-1.4198966,-0.31255257
64,2.56,0.0,-1.4200956,-0.31274664,-1.4177471,-0.31045577
65,2.6,0.0,-2.2862258,-1.1576537,-1.4156233,-0.30838394
66,2.64,0.0,-2.1019912,-0.97793347,-1.4135253,-0.30633736
67,2.68,0.0,-2.2346716,-1.1073629,-1.4114534,-0.30431616
68,2.72,0.0,-1.6942089,-0.5801432,-1.4094077,-0.30232066
69,2.76,0.0,-1.817513,-0.700426,-1.4073886,-0.30035102
70,2.8,0.0,-0.79435396,0.29766217,-1.4053962,-0.2984075
71,2.84,0.0,-1.9391766,-0.81910837,-1.4034309,-0.29649037
72,2.88,0.0,-1.5465319,-0.43608487,-1.401493,-0.29459986
73,2.92,0.0,-1.703517,-0.58922327,-1.3995825,-0.2927362
74,2.96,0.0,-1.2711535,-0.16745411,-1.3976998,-0.29089963
75,3.0,0.0,-1.2563866,-0.15304914,-1.3958452,-0.28909045
76,3.04,0.0,-0.6643058,0.4245237,-1.3940189,-0.2873089
77,3.08,0.0,-1.4876294,-0.37862566,-1.3922211,-0.28555518
78,3.12,0.0,-1.9754066,-0.8544507,-1.3904521,-0.28382954
79,3.16,0.0,-1.3932896,-0.28659746,-1.3887122,-0.28213224
80,3.2,0.0,-2.11427,-0.98991144,-1.3870015,-0.2804635
81,3.24,0.0,-1.1448529,-0.044248335,-1.3853203,-0.27882347
82,3.28,0.0,-1.9173629,-0.7978293,-1.3836688,-0.27721244
83,3.32,0.0,-1.4822006,-0.3733299,-1.3820472,-0.27563053
84,3.36,0.0,-0.8425015,0.2506944,-1.3804556,-0.27407798
85,3.4,0.0,-0.9575496,0.1384654,-1.3788943,-0.27255493
